lx,report_date,report_time,reporter_name,reporter_phone,report_type,incident_location,incidenet_location_specific,incident_location_province,summary,investigator,case_status,note
2568-133,2025-05-19,19:00 น.,นายสมชาย ชาตรี,091-666-7777,ทำร้ายร่างกาย,"ผับ ""แสงจันทร์"" ย่านทองหล่อ",เขตวัฒนา,กรุงเทพ,เมื่อวันที่ 2025-05-19 เวลา 18:40 น. นายสมชายถูกกลุ่มวัยรุ่นประมาณ 5 คน รุมทำร้ายร่างกายบริเวณหน้าร้านอาหาร หลังมีปากเสียงกันเรื่องการแย่งโต๊ะ นายสมชายได้รับบาดเจ็บที่ใบหน้าและลำตัว,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดของผับ
2568-134,2025-05-20,14:30 น.,นายชัชชัย ศรีสุข,088-111-2222,อุบัติเหตุจราจร,ถนนพระราม 9 (ใกล้แยกรามคำแหง),เขตบางกะปิ,กรุงเทพ,เมื่อวันที่ 2025-05-20 เวลา 14:20 น. รถยนต์ของนายชัชชัยถูกรถบรรทุก 6 ล้อ ที่ขับตามหลังมาชนท้ายอย่างจัง เนื่องจากรถบรรทุกเบรกไม่ทัน รถยนต์ของนายชัชชัยได้รับความเสียหายที่ท้ายรถอย่างมาก ไม่มีผู้บาดเจ็บรุนแรง,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รอผลการเจรจาค่าเสียหายจากบริษัทประกันภัย
2568-135,2025-05-20,11:00 น.,กองบัญชาการตำรวจปราบปรามยาเสพติด,02-666-7777,ยาเสพติด,อาคารพาณิชย์แห่งหนึ่ง ย่านจรัญสนิทวงศ์,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,เมื่อวันที่ 2025-05-19 เจ้าหน้าที่ตำรวจเข้าตรวจค้นอาคารพาณิชย์ พบยาเค (Ketamine) จำนวน 15 กิโลกรัม และอุปกรณ์การผลิตยาเสพติด ผู้ต้องหาชาย 2 ราย ถูกจับกุมในที่เกิดเหตุ,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ขยายผลและติดตามเครือข่ายยาเสพติด
2568-136,2025-05-20,19:00 น.,นายสุรชัย ชาติไทย,091-999-0000,ทำร้ายร่างกาย,ลานจอดรถสถานบันเทิง ย่านรัชดาภิเษก,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,เมื่อวันที่ 2025-05-20 เวลา 18:45 น. นายสุรชัยถูกกลุ่มวัยรุ่นประมาณ 4 คน รุมทำร้ายร่างกายบริเวณลานจอดรถ หลังมีปากเสียงกันเรื่องการจอดรถ นายสุรชัยได้รับบาดเจ็บที่ใบหน้าและลำตัว,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดของสถานบันเทิง
2568-137,2025-05-22,09:00 น.,บริษัท ซีพีเอฟ จำกัด (โดยนายสมศักดิ์ ผู้จัดการฝ่ายผลิต),02-555-1234,ลักทรัพย์,โรงงานผลิตอาหาร ถนนบางนา-ตราด กม.20,จังหวัดสมุทรปราการ,จังหวัดสมุทรปราการ,"เมื่อวันที่ 2025-05-21 เวลาประมาณ 23:00 น. มีกลุ่มคนร้ายไม่ทราบจำนวนบุกรุกเข้ามาในโกดังสินค้า โดยการงัดประตูหลัง และได้ขโมยเนื้อหมูแปรรูปแช่แข็งจำนวน 200 กิโลกรัม มูลค่าประมาณ 40,000 บาท บรรทุกขึ้นรถกระบะหลบหนีไป",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบภาพจากกล้องวงจรปิดของโรงงานและรวบรวมหลักฐานร่องรอยการงัดแงะ
2568-138,2025-05-22,15:00 น.,นายสมชาย ช่างทอง,091-333-4444,ฉ้อโกง,ตลาดนัดจตุจักร,เขตจตุจักร,กรุงเทพ,"เมื่อวันที่ 2025-05-21 นายสมชายถูกชายคนหนึ่งหลอกขายพระเครื่องปลอม โดยอ้างว่าเป็นพระเครื่องเก่าแก่หายาก และเรียกร้องเงินสูงถึง 150,000 บาท เมื่อนำพระเครื่องไปตรวจสอบกับผู้เชี่ยวชาญจึงพบว่าเป็นของเก๊",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดในบริเวณตลาด
2568-139,2025-05-25,14:00 น.,นายพรชัย กำลังเอก,091-222-3333,อุบัติเหตุจราจร,ถนนรัชดาภิเษก (ใกล้สถานี MRT สุทธิสาร),เขตห้วยขวาง,กรุงเทพ,เมื่อวันที่ 2025-05-25 เวลา 13:45 น. รถยนต์ของนายพรชัยถูกรถยนต์อีกคันที่ขับเปลี่ยนเลนกะทันหันพุ่งชนด้านข้าง ทำให้รถทั้งสองได้รับความเสียหาย นายพรชัยได้รับบาดเจ็บเล็กน้อยจากแรงกระแทก,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,รอผลการสอบสวนเพิ่มเติมจากพนักงานสอบสวน
2568-140,2025-05-25,10:30 น.,บริษัท อินโฟซีสเท็มส์ จำกัด (โดยนางสาวปาริฉัตร ผู้จัดการ),02-333-4444,คอมพิวเตอร์,สำนักงานบริษัท ย่านอโศก,เขตวัฒนา,กรุงเทพ,"เมื่อวันที่ 2025-05-24 ระบบฐานข้อมูลลูกค้าของบริษัทถูกเจาะระบบ ทำให้ข้อมูลส่วนบุคคลของลูกค้ากว่า 50,000 รายการรั่วไหลออกไปสู่สาธารณะ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับกองบังคับการปราบปรามการกระทำความผิดเกี่ยวกับอาชญากรรมทางเทคโนโลยี (ปอท.) เพื่อสอบสวนเพิ่มเติม
2568-141,2025-05-28,15:00 น.,นางสาวกิติมา ศรีสุข,092-222-3333,คอมพิวเตอร์,บ้านพัก ซอยพุทธมณฑลสาย 4,จังหวัดนครปฐม,จังหวัดนครปฐม,"เมื่อวันที่ 2025-05-27 นางสาวกิติมาถูกหลอกให้ลงทุนในสกุลเงินดิจิทัลปลอมผ่านเว็บไซต์ที่สร้างขึ้นมาอย่างแนบเนียน เธอโอนเงินไป 350,000 บาท และไม่สามารถถอนคืนได้",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รวบรวมหลักฐานทางดิจิทัลและอายัดบัญชีปลายทาง
2568-142,2025-05-30,17:30 น.,นายธีรศักดิ์ ใจกล้า,061-999-0000,ลักทรัพย์,ลานจอดรถห้างสรรพสินค้าเซ็นทรัลพระราม 2,เขตบางขุนเทียน,กรุงเทพ,"เมื่อวันที่ 2025-05-30 เวลาประมาณ 17:15 น. นายธีรศักดิ์กลับมาที่รถยนต์ของตนเองหลังจากการซื้อของ พบว่ากระจกหน้าต่างด้านหลังฝั่งซ้ายถูกทุบแตก และกระเป๋ากล้องถ่ายรูป DSLR ยี่ห้อ Canon พร้อมเลนส์ มูลค่ารวม 55,000 บาท ที่วางอยู่เบาะหลังได้หายไป",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่รักษาความปลอดภัยของห้างเพื่อขอดูกล้องวงจรปิดในลานจอดรถ
2568-143,2025-05-30,17:00 น.,นางสาวพรทิพย์ สุขสันต์,088-999-0000,บัญชีม้า,อาคารสำนักงานแห่งหนึ่งย่านสีลม,เขตบางรัก,กรุงเทพ,"เมื่อวันที่ 2025-05-28 นางสาวพรทิพย์ถูกบุคคลอ้างว่าเป็นตัวแทนจากบริษัทลงทุนต่างประเทศหลอกให้ลงทุนในหุ้นปลอม โดยมีการโอนเงินไปจำนวน 300,000 บาท เมื่อถึงกำหนดผลตอบแทน ผู้แจ้งความไม่สามารถติดต่อบุคคลดังกล่าวได้อีก",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รวบรวมหลักฐานการสนทนาและสลิปการโอนเงินเพื่อติดตามบัญชีปลายทาง
2568-144,2025-06-01,10:15 น.,นางพรรณทิพย์ ช่างทอง,065-666-7777,ฉ้อโกง,ตลาดสดบางแค,เขตบางแค,กรุงเทพ,"เมื่อวันที่ 2025-05-30 นางพรรณทิพย์ถูกหญิงสาวคนหนึ่งหลอกขายทองคำปลอมในราคาต่ำกว่าท้องตลาด โดยอ้างว่าเป็นทองรูปพรรณที่ได้มาอย่างเร่งด่วน นางพรรณทิพย์หลงเชื่อและซื้อไปในราคา 10,000 บาท เมื่อนำไปตรวจสอบที่ร้านทองจึงทราบว่าเป็นทองปลอม",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำพยานแม่ค้าในตลาดและตรวจสอบกล้องวงจรปิดเพื่อหารูปพรรณสัณฐานผู้กระทำผิด
2568-145,2025-06-01,09:30 น.,นางสาวพรรณรายณ์ อ่อนหวาน,061-444-5555,ความผิดเกี่ยวกับเพศ,บ้านพัก ซอยสุขุมวิท 49,เขตวัฒนา,กรุงเทพ,เมื่อวันที่ 2025-05-31 เวลาประมาณ 21:00 น. นางสาวพรรณรายณ์ถูกชายแปลกหน้าบุกรุกเข้ามาในบ้านและพยายามล่วงละเมิดทางเพศ แต่เธอต่อสู้และคนร้ายได้หลบหนีไป,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,เก็บหลักฐานลายนิ้วมือแฝงและตรวจสอบกล้องวงจรปิดบริเวณใกล้เคียง
2568-147,2025-06-03,08:30 น.,นายตำรวจ (ไม่ประสงค์ออกนาม),-,อาวุธปืน,ด่านตรวจชายแดน อ.แม่สาย จ.เชียงราย,จังหวัดเชียงราย,จังหวัดเชียงราย,เมื่อวันที่ 2025-06-03 เวลา 08:00 น. เจ้าหน้าที่ประจำด่านตรวจชายแดนพบอาวุธปืนสงคราม (AK-47) จำนวน 1 กระบอก และเครื่องกระสุนจำนวนมาก ซุกซ่อนในรถยนต์กระบะที่กำลังจะข้ามแดน ผู้ขับขี่ถูกจับกุม,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบประวัติอาชญากรรมของผู้ต้องหาและแหล่งที่มาของอาวุธปืน
2568-148,2025-06-03,09:00 น.,นายตำรวจ (ไม่ประสงค์ออกนาม),-,อาวุธปืน,ด่านตรวจชายแดน อ.สะเดา จ.สงขลา,จังหวัดสงขลา,จังหวัดสงขลา,เมื่อวันที่ 2025-06-03 เวลา 08:30 น. เจ้าหน้าที่ประจำด่านตรวจชายแดนพบอาวุธปืนสงคราม (AK-47) จำนวน 3 กระบอก และเครื่องกระสุนจำนวนมาก ซุกซ่อนในรถบรรทุกสินค้าที่กำลังจะข้ามแดน ผู้ขับขี่ถูกจับกุม,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบประวัติอาชญากรรมของผู้ต้องหาและแหล่งที่มาของอาวุธปืน
2568-149,2025-06-05,13:00 น.,นายสมเจตน์ ใจตรง,093-000-1111,ทำร้ายร่างกาย,สวนสาธารณะแห่งหนึ่งในกรุงเทพฯ,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,เมื่อวันที่ 2025-06-05 เวลา 12:45 น. นายสมเจตน์ถูกชายคนหนึ่งทำร้ายร่างกายด้วยการชกต่อยและใช้ไม้ตี หลังมีปากเสียงกันเรื่องการแย่งที่จอดรถจักรยานยนต์ นายสมเจตน์ได้รับบาดเจ็บที่ใบหน้าและแขน,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดบริเวณใกล้เคียง
2568-151,2025-06-05,11:00 น.,นางสาวกัญญาณัฐ อ่อนนุช,061-000-1111,ของหาย,สวนสาธารณะเฉลิมพระเกียรติ,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-06-05 เวลา 10:40 น. นางสาวกัญญาณัฐทำนาฬิกาสมาร์ทวอทช์ยี่ห้อ Samsung Galaxy Watch 7 มูลค่า 12,000 บาท หล่นหายไปขณะเดินออกกำลังกาย เธอได้พยายามเดินหาในบริเวณดังกล่าวแล้วแต่ไม่พบ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่สวนเพื่อตรวจสอบพื้นที่และสอบถามผู้พบเห็น
2568-152,2025-06-07,11:30 น.,นางลำใย สุขเกษม,065-999-0000,ฉ้อโกง,ตลาดสดปากเกร็ด,จังหวัดนนทบุรี,จังหวัดนนทบุรี,"เมื่อวันที่ 2025-06-06 นางลำใยถูกหญิงวัยกลางคนหลอกขายผลิตภัณฑ์เสริมอาหารปลอม โดยอ้างว่าสามารถรักษาโรคได้สารพัด และชักชวนให้ซื้อในราคาสูงถึง 15,000 บาท เมื่อนำผลิตภัณฑ์ไปตรวจสอบกับแพทย์จึงทราบว่าเป็นของปลอม",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำพยานและตรวจสอบกล้องวงจรปิดบริเวณแผงขายสินค้า
2568-153,2025-06-10,11:00 น.,นางอรทัย เจริญสุข,091-666-7777,ฉ้อโกง,ตลาดสดคลองเตย,เขตคลองเตย,กรุงเทพ,"เมื่อวันที่ 2025-06-09 นางอรทัยถูกชายคนหนึ่งหลอกขายลอตเตอรี่ปลอม โดยอ้างว่าเป็นลอตเตอรี่รางวัลที่ 1 ที่ยังไม่ได้ขึ้นเงิน เธอหลงเชื่อและจ่ายเงินสดไป 10,000 บาท เมื่อนำลอตเตอรี่ไปตรวจสอบจึงพบว่าเป็นของปลอม",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,สอบปากคำพยานแม่ค้าในตลาดและตรวจสอบกล้องวงจรปิดเพื่อหารูปพรรณสัณฐานผู้กระทำผิด
2568-155,2025-06-10,10:00 น.,นางสาวประภาศรี อ่อนน้อม,081-012-3456,อุบัติเหตุจราจร,ถนนสุขุมวิท (ใกล้สถานี BTS พร้อมพงษ์),เขตวัฒนา,กรุงเทพ,เมื่อวันที่ 2025-06-10 เวลา 09:45 น. รถยนต์ของนางสาวประภาศรีถูกรถจักรยานยนต์ที่ขับขี่มาด้วยความเร็วสูงชนท้ายอย่างแรง ทำให้รถยนต์ของเธอได้รับความเสียหายที่ท้ายรถอย่างมาก ส่วนคนขับจักรยานยนต์ได้รับบาดเจ็บสาหัส,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ส่งศพชันสูตร (หากมีผู้เสียชีวิต) และตรวจสอบกล้องวงจรปิดบริเวณที่เกิดเหตุ
2568-156,2025-06-11,08:30 น.,นายชูศักดิ์ ศรีสุข,086-678-9012,ลักทรัพย์,โกดังเก็บสินค้า A12 นิคมอุตสาหกรรมบางปู,จังหวัดสมุทรปราการ,จังหวัดสมุทรปราการ,"เมื่อคืนวันที่ 2025-06-10 ระหว่างเวลา 01:00 น. ถึง 06:00 น. ได้มีคนร้ายบุกรุกเข้าไปในโกดังเก็บสินค้าของบริษัทโดยการตัดกุญแจประตูรั้ว และได้ขโมยสินค้าประเภทสายไฟทองแดงม้วนใหญ่ไปจำนวน 10 ม้วน มูลค่าประมาณ 200,000 บาท",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบภาพจากกล้องวงจรปิดของนิคมอุตสาหกรรมและเก็บหลักฐานในที่เกิดเหตุ
2568-157,2025-06-11,10:00 น.,นางสายฝน รุ่งเรือง,080-111-2222,ลักทรัพย์,ศูนย์การค้าเอ็มควอเทียร์,เขตวัฒนา,กรุงเทพ,"เมื่อวันที่ 2025-06-11 เวลาประมาณ 09:30 น. นางสายฝนได้ทำกระเป๋าสตางค์แบบผ้า สีชมพู หายขณะเดินซื้อของในโซนเสื้อผ้าของศูนย์การค้า ภายในกระเป๋ามีเงินสดประมาณ 2,500 บาท บัตรประชาชน และบัตรเครดิต 2 ใบ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานเจ้าหน้าที่รักษาความปลอดภัยของศูนย์การค้าเพื่อขอดูกล้องวงจรปิดในบริเวณดังกล่าว
2568-158,2025-06-12,16:45 น.,นางฟ้าใส รุ่งอรุณ,089-901-2345,ทะเลาะวิวาท,บ้านพัก ซอยรามคำแหง 53,เขตวังทองหลาง,กรุงเทพ,เมื่อวันที่ 2025-06-12 เวลาประมาณ 16:30 น. นางฟ้าใสมีปากเสียงกับเพื่อนบ้าน (นางป้าอ้วน) เรื่องการนำขยะมาวางหน้าบ้านของนางฟ้าใส การโต้เถียงบานปลายจนมีการปะทะคารมและด่าทอกันอย่างรุนแรง ทำให้เกิดความไม่สบายใจและต้องการให้เจ้าหน้าที่ตำรวจเข้ามาไกล่เกลี่ย,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,สอบปากคำคู่กรณีทั้งสองฝ่ายและพยานในพื้นที่ใกล้เคียง
2568-159,2025-06-15,10:30 น.,นางสาวกมลทิพย์ แจ่มใส,061-333-4444,ลักทรัพย์,โรงแรมแกรนด์ฮิลล์ สุขุมวิท,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-06-15 เวลา 10:00 น. นางสาวกมลทิพย์พบว่ากระเป๋าเดินทางแบบล้อลากของตนเองที่วางไว้ในล็อบบี้โรงแรมขณะเช็คอิน ได้หายไป ภายในมีเสื้อผ้า, เครื่องสำอาง, และเงินสด 10,000 บาท",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ตรวจสอบกล้องวงจรปิดของโรงแรมและสอบถามพนักงาน
2568-160,2025-06-15,11:00 น.,นางฟ้าใส รุ่งเรือง,061-000-1111,ของหาย,สวนสาธารณะเฉลิมพระเกียรติ,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-06-15 เวลา 10:40 น. นางฟ้าใสทำโทรศัพท์มือถือยี่ห้อ iPhone 16 Pro Max สีดำ มูลค่า 50,000 บาท หล่นหายไปขณะเดินออกกำลังกาย เธอได้พยายามเดินหาในบริเวณดังกล่าวแล้วแต่ไม่พบ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่สวนเพื่อตรวจสอบพื้นที่และสอบถามผู้พบเห็น
2568-161,2025-06-18,14:00 น.,บริษัท เทคโซลูชั่น จำกัด (โดยนายธนา ผู้จัดการฝ่าย IT),02-777-8888,คอมพิวเตอร์,สำนักงานบริษัท ย่านสาทร,เขตสาทร,กรุงเทพ,"เมื่อวันที่ 2025-06-17 ระบบคอมพิวเตอร์ของบริษัทถูกแฮกเกอร์โจมตี ทำให้ข้อมูลลูกค้ากว่า 10,000 รายการถูกขโมยไป และระบบบางส่วนถูกเข้ารหัสเรียกค่าไถ่",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับกองบังคับการปราบปรามการกระทำความผิดเกี่ยวกับอาชญากรรมทางเทคโนโลยี (ปอท.)
2568-162,2025-06-20,18:00 น.,นายภาณุพงศ์ เจริญ,091-888-9999,ทำร้ายร่างกาย,สนามกีฬาหัวหมาก (หลังซ้อมฟุตบอล),เขตบางกะปิ,กรุงเทพ,เมื่อวันที่ 2025-06-20 เวลาประมาณ 17:45 น. นายภาณุพงศ์ถูกกลุ่มวัยรุ่น 3 คน (ไม่ทราบชื่อ) รุมทำร้ายร่างกายด้วยการชกต่อยและเตะ หลังจากมีปากเสียงกันเรื่องการแย่งสนามฟุตบอล นายภาณุพงศ์ได้รับบาดเจ็บฟกช้ำตามร่างกาย และศีรษะแตกเล็กน้อย,ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,ตรวจสอบภาพจากกล้องวงจรปิดของสนามกีฬาและสอบพยานผู้เห็นเหตุการณ์
2568-163,2025-06-20,16:00 น.,นางพิมพา อรุณแสง,091-444-5555,ฉ้อโกง,ห้างสรรพสินค้าเซ็นทรัลลาดพร้าว (แผนกเครื่องประดับ),เขตจตุจักร,กรุงเทพ,"เมื่อวันที่ 2025-06-19 นางพิมพาถูกชายคนหนึ่งหลอกขายเพชรปลอม โดยอ้างว่าเป็นเพชรแท้จากต่างประเทศในราคาถูก เธอหลงเชื่อและซื้อไปในราคา 100,000 บาท เมื่อนำไปให้ร้านทองตรวจสอบจึงทราบว่าเป็นเพชรปลอม",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,รวบรวมหลักฐานการซื้อขายและตรวจสอบกล้องวงจรปิดของห้าง
2568-164,2025-06-20,11:30 น.,บริษัท โกลบอลเทค จำกัด (โดยนายสมชาย ผู้จัดการฝ่าย IT),02-890-1234,คอมพิวเตอร์,สำนักงานบริษัท ย่านพญาไท,เขตพญาไท,กรุงเทพ,เมื่อวันที่ 2025-06-19 ระบบคอมพิวเตอร์ของบริษัทถูกแฮกเกอร์โจมตี ทำให้ข้อมูลทางการเงินของบริษัทและลูกค้าถูกขโมยไป และระบบบางส่วนถูกเข้ารหัสเรียกค่าไถ่เป็นจำนวนมาก,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับกองบังคับการปราบปรามการกระทำความผิดเกี่ยวกับอาชญากรรมทางเทคโนโลยี (ปอท.) เพื่อกู้คืนระบบและติดตามผู้กระทำผิด
2568-165,2025-06-20,12:00 น.,กองบัญชาการตำรวจปราบปรามยาเสพติด,02-789-0123,ยาเสพติด,โรงแรมแห่งหนึ่ง ย่านสุขุมวิท,ข้อมูลไม่เพียงพอที่จะระบุเขต,unknown,"เมื่อวันที่ 2025-06-19 เจ้าหน้าที่ตำรวจเข้าตรวจค้นห้องพักโรงแรม พบยาบ้าจำนวน 150,000 เม็ด และยาไอซ์ 8 กิโลกรัม ผู้ต้องหาชาย 1 ราย และหญิง 1 ราย ถูกจับกุมในที่เกิดเหตุ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ขยายผลและติดตามเครือข่ายยาเสพติด
2568-166,2025-06-20,14:00 น.,ป.ป.ส.,02-012-3456,ยาเสพติด,คลังสินค้าแห่งหนึ่ง ย่านบางนา-ตราด,จังหวัดสมุทรปราการ,จังหวัดสมุทรปราการ,"เมื่อวันที่ 2025-06-19 เจ้าหน้าที่ ป.ป.ส. เข้าตรวจค้นคลังสินค้า พบยาบ้าจำนวน 600,000 เม็ด และยาไอซ์ 30 กิโลกรัม ซุกซ่อนในตู้คอนเทนเนอร์",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ขยายผลและติดตามเครือข่ายยาเสพติดรายใหญ่ข้ามชาติ
2568-167,2025-06-20,09:15 น.,นายธนา เลิศลบ,090-111-2222,อุบัติเหตุจราจร,สี่แยกเพชรบุรีตัดใหม่,เขตราชเทวี,กรุงเทพ,เมื่อวันที่ 2025-06-20 เวลาประมาณ 09:00 น. ขณะที่นายธนา เลิศลบ ขับขี่รถยนต์ส่วนบุคคล ยี่ห้อ Toyota Camry สีดำ ทะเบียน กท 5678 กรุงเทพมหานคร มาตามถนนเพชรบุรี ได้มีรถจักรยานยนต์ ยี่ห้อ Honda PCX สีขาว ทะเบียน ขค 9012 กรุงเทพมหานคร พุ่งชนท้ายรถของนายธนาอย่างจังเนื่องจากขับขี่มาด้วยความเร็วสูง,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ผู้บาดเจ็บส่งโรงพยาบาลและรอผลการรักษา
2568-168,2025-06-25,11:30 น.,นางประภาศรี สวัสดิ์,061-777-8888,ของหาย,สวนสาธารณะ สวนหลวง ร.9,เขตประเวศ,กรุงเทพ,"เมื่อวันที่ 2025-06-25 เวลา 11:10 น. นางประภาศรีทำโทรศัพท์มือถือยี่ห้อ Huawei P60 Pro สีเขียว มูลค่า 30,000 บาท หล่นหายไปขณะเดินออกกำลังกาย เธอได้พยายามเดินหาในบริเวณดังกล่าวแล้วแต่ไม่พบ",พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,ประสานงานกับเจ้าหน้าที่สวนเพื่อตรวจสอบพื้นที่และสอบถามผู้พบเห็น
2568-169,2025-06-25,11:00 น.,นายสมคิด สุขเกษม,061-333-4444,อุบัติเหตุจราจร,ถนนลาดพร้าว (ใกล้เดอะมอลล์บางกะปิ),เขตบางกะปิ,กรุงเทพ,เมื่อวันที่ 2025-06-25 เวลา 10:45 น. รถยนต์ของนายสมคิดถูกรถจักรยานยนต์ที่ขับขี่มาด้วยความเร็วสูงชนด้านข้างอย่างแรง ทำให้รถยนต์ของเขาได้รับความเสียหายที่ประตูหน้าด้านขวา ส่วนคนขับจักรยานยนต์ได้รับบาดเจ็บเล็กน้อย,พ.ต.ท.หญิงปรีดา ศรีสุข,อยู่ระหว่างสอบสวน,รอผลการสอบสวนจากพนักงานสอบสวน
2568-170,2025-06-25,10:30 น.,นางสาววันดี มีสุข,087-890-1234,บัญชีม้า,บ้านพัก ซอยสุขุมวิท 63,เขตวัฒนา,กรุงเทพ,"เมื่อวันที่ 2025-06-23 นางสาววันดีถูกแก๊งคอลเซ็นเตอร์หลอกว่าเป็นเจ้าหน้าที่กรมสรรพากร อ้างว่าเธอมีหนี้ภาษีที่ต้องชำระและต้องโอนเงินเพื่อเคลียร์คดี เธอหลงเชื่อและโอนเงินไป 250,000 บาท",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,อายัดบัญชีปลายทางและรวบรวมหลักฐานการสนทนา
2568-171,2025-06-28,16:00 น.,นางสาวอรุณรัตน์ มีชัย,093-222-3333,ฉ้อโกง,ห้างสรรพสินค้าเอ็มควอเทียร์ (แผนกนาฬิกา),เขตวัฒนา,กรุงเทพ,"เมื่อวันที่ 2025-06-27 นางสาวอรุณรัตน์ถูกชายคนหนึ่งหลอกขายนาฬิกาข้อมือยี่ห้อ Patek Philippe ปลอม โดยอ้างว่าเป็นของแท้ที่ได้มาอย่างเร่งด่วน เธอหลงเชื่อและซื้อไปในราคา 500,000 บาท เมื่อนำไปตรวจสอบที่ร้านนาฬิกาจึงทราบว่าเป็นของปลอม",ร.ต.อ.วิชาญ ชัยชนะ,อยู่ระหว่างสอบสวน,รวบรวมหลักฐานการซื้อขายและตรวจสอบกล้องวงจรปิดของห้าง
